country_code,region_country_area,year,series,value,notes,source
788,Tunisia,2023,"Asylum seekers, including pending cases (number)",5093.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
788,Tunisia,2023,Other of concern to UNHCR (number),23.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
788,Tunisia,2023,Total population of concern to UNHCR (number),8525.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2005,International migrant stock: Both sexes (number),1324108.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2005,International migrant stock: Both sexes (% total population),2.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2005,International migrant stock: Male (% total Population),1.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2005,International migrant stock: Female (% total Population),2.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2005,Total refugees and people in refugee-like situations (number),2399.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2005,"Asylum seekers, including pending cases (number)",4872.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2005,Other of concern to UNHCR (number),1434.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2005,Total population of concern to UNHCR (number),8705.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2010,International migrant stock: Both sexes (number),1373749.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2010,International migrant stock: Both sexes (% total population),1.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2010,International migrant stock: Male (% total Population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2010,International migrant stock: Female (% total Population),2.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2010,Total refugees and people in refugee-like situations (number),10032.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2010,"Asylum seekers, including pending cases (number)",6715.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2010,Other of concern to UNHCR (number),1086.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2010,Total population of concern to UNHCR (number),17833.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2015,International migrant stock: Both sexes (number),4346197.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2015,International migrant stock: Both sexes (% total population),5.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2015,International migrant stock: Male (% total Population),6.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2015,International migrant stock: Female (% total Population),4.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2015,Total refugees and people in refugee-like situations (number),1838848.0,Refugee figure for Syrians in Turkey is a Government estimate.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2015,"Asylum seekers, including pending cases (number)",145335.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2015,Other of concern to UNHCR (number),1086.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2015,Total population of concern to UNHCR (number),1985269.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2020,International migrant stock: Both sexes (number),6052652.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2020,International migrant stock: Both sexes (% total population),7.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2020,International migrant stock: Male (% total Population),7.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2020,International migrant stock: Female (% total Population),6.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
792,Türkiye,2020,Total refugees and people in refugee-like situations (number),3577477.0,Refugee figure is a Government estimate.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2020,"Asylum seekers, including pending cases (number)",328257.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2020,Other of concern to UNHCR (number),1.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2020,Total population of concern to UNHCR (number),3905735.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2023,Total refugees and people in refugee-like situations (number),3368976.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2023,"Asylum seekers, including pending cases (number)",260605.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2023,Other of concern to UNHCR (number),439.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
792,Türkiye,2023,Total population of concern to UNHCR (number),3630020.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2005,International migrant stock: Both sexes (number),213053.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2005,International migrant stock: Both sexes (% total population),4.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2005,International migrant stock: Male (% total Population),4.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2005,International migrant stock: Female (% total Population),4.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2005,Total refugees and people in refugee-like situations (number),11963.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2005,"Asylum seekers, including pending cases (number)",2.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2005,Other of concern to UNHCR (number),45.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2005,Total population of concern to UNHCR (number),12010.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2010,International migrant stock: Both sexes (number),197979.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2010,International migrant stock: Both sexes (% total population),3.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2010,International migrant stock: Male (% total Population),3.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2010,International migrant stock: Female (% total Population),4.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2010,Total refugees and people in refugee-like situations (number),62.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2010,Other of concern to UNHCR (number),20000.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2010,Total population of concern to UNHCR (number),20062.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2015,International migrant stock: Both sexes (number),196376.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2015,International migrant stock: Both sexes (% total population),3.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2015,International migrant stock: Male (% total Population),3.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2015,International migrant stock: Female (% total Population),3.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2015,Total refugees and people in refugee-like situations (number),27.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2015,Other of concern to UNHCR (number),7144.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2015,Total population of concern to UNHCR (number),7171.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2020,International migrant stock: Both sexes (number),194920.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2020,International migrant stock: Both sexes (% total population),3.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2020,International migrant stock: Male (% total Population),3.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2020,International migrant stock: Female (% total Population),3.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
795,Turkmenistan,2020,Total refugees and people in refugee-like situations (number),21.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2020,Other of concern to UNHCR (number),3790.0,"In the absence of official data, the figure reported refers to stateless persons and persons with undetermined nationality identified by UNHCR partner organizations in Turkmenistan. The decrease in the reporting figure is due to naturalization in Turkmenistan and confirmation of nationality by a third country.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2020,Total population of concern to UNHCR (number),3811.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2023,Total refugees and people in refugee-like situations (number),14.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2023,"Asylum seekers, including pending cases (number)",0.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2023,Other of concern to UNHCR (number),3351.0,"In the absence of official data, the figure reported refers to stateless persons and persons with undetermined nationality identified by UNHCR partner organizations in Turkmenistan. The decrease in the reported figure corresponds to those people who were naturalized or who had another nationality confirmed.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
795,Turkmenistan,2023,Total population of concern to UNHCR (number),3365.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2005,International migrant stock: Both sexes (number),13115.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2005,International migrant stock: Both sexes (% total population),46.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2010,International migrant stock: Both sexes (number),17216.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2010,International migrant stock: Both sexes (% total population),52.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2015,International migrant stock: Both sexes (number),22723.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2015,International migrant stock: Both sexes (% total population),63.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2015,Total refugees and people in refugee-like situations (number),4.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2015,"Asylum seekers, including pending cases (number)",4.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2015,Total population of concern to UNHCR (number),8.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2020,International migrant stock: Both sexes (number),25748.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2020,International migrant stock: Both sexes (% total population),66.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
796,Turks and Caicos Islands,2020,Total refugees and people in refugee-like situations (number),4.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2020,"Asylum seekers, including pending cases (number)",3.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2020,Total population of concern to UNHCR (number),7.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2023,Total refugees and people in refugee-like situations (number),7.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2023,"Asylum seekers, including pending cases (number)",0.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2023,Other of concern to UNHCR (number),0.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
796,Turks and Caicos Islands,2023,Total population of concern to UNHCR (number),7.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
798,Tuvalu,2005,International migrant stock: Both sexes (number),209.0,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2005,International migrant stock: Both sexes (% total population),2.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2010,International migrant stock: Both sexes (number),220.0,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2010,International migrant stock: Both sexes (% total population),2.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2015,International migrant stock: Both sexes (number),230.0,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2015,International migrant stock: Both sexes (% total population),2.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2020,International migrant stock: Both sexes (number),239.0,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
798,Tuvalu,2020,International migrant stock: Both sexes (% total population),2.0,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2005,International migrant stock: Both sexes (number),593308.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2005,International migrant stock: Both sexes (% total population),2.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2005,International migrant stock: Male (% total Population),2.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2005,International migrant stock: Female (% total Population),2.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2005,Total refugees and people in refugee-like situations (number),257256.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2005,"Asylum seekers, including pending cases (number)",1809.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2005,Other of concern to UNHCR (number),1636.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2005,Total population of concern to UNHCR (number),260701.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2010,International migrant stock: Both sexes (number),492930.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2010,International migrant stock: Both sexes (% total population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2010,International migrant stock: Male (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2010,International migrant stock: Female (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2010,Total refugees and people in refugee-like situations (number),135801.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2010,"Asylum seekers, including pending cases (number)",20804.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2010,Other of concern to UNHCR (number),437775.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2010,Total population of concern to UNHCR (number),594380.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2015,International migrant stock: Both sexes (number),851175.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2015,International migrant stock: Both sexes (% total population),2.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2015,International migrant stock: Male (% total Population),2.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2015,International migrant stock: Female (% total Population),2.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2015,Total refugees and people in refugee-like situations (number),428397.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2015,"Asylum seekers, including pending cases (number)",38068.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2015,Other of concern to UNHCR (number),180000.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2015,Total population of concern to UNHCR (number),646465.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2020,International migrant stock: Both sexes (number),1720313.0,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2020,International migrant stock: Both sexes (% total population),3.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2020,International migrant stock: Male (% total Population),3.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2020,International migrant stock: Female (% total Population),3.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
800,Uganda,2020,Total refugees and people in refugee-like situations (number),1396780.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2020,"Asylum seekers, including pending cases (number)",28260.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2020,Other of concern to UNHCR (number),2351314.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2020,Total population of concern to UNHCR (number),3776354.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2023,Total refugees and people in refugee-like situations (number),1512681.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2023,"Asylum seekers, including pending cases (number)",48956.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2023,Other of concern to UNHCR (number),67000.0,"This figure presents an estimate of persons with undetermined nationality/at risk of statelessness, based on joint outreach mission conducted by the Government of Uganda and UNHCR in September/October 2021, that aimed to provide estimate numbers through self-identification of communities not recognized under the Third Schedule of the 1995 Constitution.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
800,Uganda,2023,Total population of concern to UNHCR (number),1628637.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2005,International migrant stock: Both sexes (number),5050302.0,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2005,International migrant stock: Both sexes (% total population),10.8,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2005,International migrant stock: Male (% total Population),10.0,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2005,International migrant stock: Female (% total Population),11.5,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2005,Total refugees and people in refugee-like situations (number),2346.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2005,"Asylum seekers, including pending cases (number)",1618.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2005,Other of concern to UNHCR (number),72896.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2005,Total population of concern to UNHCR (number),76860.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2010,International migrant stock: Both sexes (number),4818767.0,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2010,International migrant stock: Both sexes (% total population),10.5,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2010,International migrant stock: Male (% total Population),9.8,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2010,International migrant stock: Female (% total Population),11.1,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2010,Total refugees and people in refugee-like situations (number),3022.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2010,"Asylum seekers, including pending cases (number)",2981.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2010,Other of concern to UNHCR (number),40357.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2010,Total population of concern to UNHCR (number),46360.0,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2015,International migrant stock: Both sexes (number),4915142.0,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2015,International migrant stock: Both sexes (% total population),10.9,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2015,International migrant stock: Male (% total Population),10.2,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2015,International migrant stock: Female (% total Population),11.6,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2015,Total refugees and people in refugee-like situations (number),3232.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2015,"Asylum seekers, including pending cases (number)",6169.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2015,Other of concern to UNHCR (number),1417179.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2015,Total population of concern to UNHCR (number),1426580.0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2024."
804,Ukraine,2020,International migrant stock: Both sexes (number),4997387.0,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2020,International migrant stock: Both sexes (% total population),11.4,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2020,International migrant stock: Male (% total Population),10.6,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
804,Ukraine,2020,International migrant stock: Female (% total Population),12.1,Including Crimea.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2022."
